"did","measurement_time","temp_out","temp_in","humid","pressure"
1,"2021-10-11 19:24:09",17.5,22.5,60.2,1015.9
1,"2021-10-11 19:33:54",16.5,22.5,60.1,1016.2
1,"2021-10-11 19:43:38",16.5,22.5,60.0,1016.2
1,"2021-10-11 19:53:23",16.6,22.5,59.8,1016.4
1,"2021-10-11 20:03:07",16.4,22.5,59.9,1016.5
1,"2021-10-11 20:12:51",15.9,22.5,59.7,1016.6
1,"2021-10-11 20:22:35",16.5,22.5,59.7,1016.8
1,"2021-10-11 20:32:19",16.2,22.3,59.7,1016.9
1,"2021-10-11 20:42:04",16.2,22.2,59.9,1017.1
1,"2021-10-11 20:51:46",16.6,22.1,59.9,1017.2
1,"2021-10-11 21:01:31",16.0,22.0,60.1,1017.4
1,"2021-10-11 21:11:15",15.8,22.0,60.1,1017.4
1,"2021-10-11 21:21:00",16.1,21.9,60.4,1017.7
1,"2021-10-11 21:30:43",16.0,21.8,60.6,1017.9
1,"2021-10-11 21:40:27",16.3,21.7,60.7,1018.0
1,"2021-10-11 21:50:11",16.5,21.8,61.5,1017.9
1,"2021-10-11 21:59:55",16.5,21.7,61.6,1017.9
1,"2021-10-11 22:09:40",16.2,21.7,61.6,1018.0
1,"2021-10-11 22:19:23",17.0,21.6,61.6,1018.0
1,"2021-10-11 22:29:07",15.3,21.5,61.5,1018.3
1,"2021-10-11 22:38:51",15.8,21.4,61.8,1018.4
1,"2021-10-11 22:48:35",14.4,21.3,62.0,1018.5
1,"2021-10-11 22:58:21",15.5,21.2,61.5,1018.7
1,"2021-10-11 23:08:03",15.1,21.1,61.5,1018.8
1,"2021-10-11 23:17:47",15.0,21.1,61.6,1018.9
1,"2021-10-11 23:27:32",15.3,21.0,61.6,1018.9
1,"2021-10-11 23:37:16",15.6,20.9,61.5,1018.9
1,"2021-10-11 23:47:00",15.7,20.9,61.5,1019.0
1,"2021-10-11 23:56:45",16.4,20.8,61.4,1018.9
1,"2021-10-12 00:06:29",16.3,20.7,61.5,1019.1
1,"2021-10-12 00:16:12",15.8,20.7,61.5,1019.1
1,"2021-10-12 00:25:56",16.7,20.6,61.5,1019.3
1,"2021-10-12 00:35:41",16.4,20.6,61.6,1019.4
1,"2021-10-12 00:45:24",16.3,20.5,61.4,1019.5
1,"2021-10-12 00:55:08",15.2,20.5,61.4,1019.6
1,"2021-10-12 01:04:53",15.9,20.4,61.4,1019.7
1,"2021-10-12 01:14:37",14.1,20.4,61.4,1019.8
1,"2021-10-12 01:24:21",14.4,20.3,61.3,1020.0
1,"2021-10-12 01:34:05",12.8,20.3,61.3,1020.1
1,"2021-10-12 01:43:49",13.4,20.2,61.3,1020.2
1,"2021-10-12 01:53:34",12.8,20.2,61.3,1020.3
1,"2021-10-12 02:03:18",13.6,20.1,61.2,1020.4
1,"2021-10-12 02:13:02",12.7,20.1,61.3,1020.4
1,"2021-10-12 02:22:45",14.8,20.0,61.3,1020.5
1,"2021-10-12 02:32:29",12.6,20.0,61.2,1020.6
1,"2021-10-12 02:42:14",12.0,20.0,61.2,1020.8
1,"2021-10-12 02:51:59",12.0,19.9,61.2,1021.0
1,"2021-10-12 03:01:42",12.0,19.9,61.1,1020.9
1,"2021-10-12 03:11:26",12.2,19.9,61.1,1021.0
1,"2021-10-12 03:21:10",13.5,19.8,61.0,1021.2
1,"2021-10-12 03:30:54",11.8,19.8,61.0,1021.3
1,"2021-10-12 03:40:39",14.5,19.7,61.2,1021.5
1,"2021-10-12 03:50:24",15.0,19.7,61.1,1021.7
1,"2021-10-12 04:00:06",14.7,19.7,61.1,1021.8
1,"2021-10-12 04:09:50",14.2,19.6,61.1,1021.9
1,"2021-10-12 04:19:34",13.7,19.6,61.1,1022.0
1,"2021-10-12 04:29:18",14.2,19.6,61.1,1022.0
1,"2021-10-12 04:39:03",13.2,19.5,61.1,1022.1
1,"2021-10-12 04:48:47",12.5,19.5,61.1,1022.3
1,"2021-10-12 04:58:31",14.9,19.5,60.9,1022.4
1,"2021-10-12 05:08:15",13.4,19.5,60.9,1022.4
1,"2021-10-12 05:17:59",14.3,19.5,60.8,1022.6
1,"2021-10-12 05:27:43",14.2,19.4,60.9,1022.8
1,"2021-10-12 05:37:27",14.3,19.4,60.9,1023.0
1,"2021-10-12 05:47:13",14.9,19.4,61.5,1023.1
1,"2021-10-12 05:56:55",13.7,19.4,62.6,1023.1
1,"2021-10-12 06:06:40",14.5,19.4,62.8,1023.3
1,"2021-10-12 06:16:25",13.6,19.5,64.9,1023.4
1,"2021-10-12 06:26:09",12.8,19.5,64.7,1023.4
1,"2021-10-12 06:35:55",13.7,19.5,64.5,1023.4
1,"2021-10-12 06:45:37",13.8,19.5,64.3,1023.5
1,"2021-10-12 06:55:22",15.0,19.6,64.2,1023.7
1,"2021-10-12 07:05:06",14.4,19.6,64.8,1023.7
1,"2021-10-12 07:14:51",12.6,19.6,64.3,1023.5
1,"2021-10-12 07:24:35",13.0,19.6,64.3,1023.7
1,"2021-10-12 07:34:19",12.7,19.6,64.1,1023.8
1,"2021-10-12 07:44:04",13.0,19.7,64.2,1023.9
1,"2021-10-12 07:53:48",13.2,19.7,64.0,1024.0
1,"2021-10-12 08:03:32",13.6,19.7,63.9,1024.1
1,"2021-10-12 08:13:16",13.8,19.7,63.9,1024.2
1,"2021-10-12 08:23:01",13.6,19.7,63.9,1024.3
1,"2021-10-12 08:32:46",13.8,19.7,63.7,1024.3
1,"2021-10-12 08:42:30",14.0,19.7,63.5,1024.4
1,"2021-10-12 08:52:14",13.9,19.7,63.9,1024.5
1,"2021-10-12 09:01:58",14.5,19.7,63.6,1024.5
1,"2021-10-12 09:11:42",14.1,19.7,63.2,1024.5
1,"2021-10-12 09:21:27",14.4,19.7,63.9,1024.7
1,"2021-10-12 09:31:11",14.2,19.7,64.0,1024.6
1,"2021-10-12 09:40:55",14.2,19.8,64.5,1024.7
1,"2021-10-12 09:50:39",16.1,19.8,64.5,1024.8
1,"2021-10-12 10:00:23",14.8,19.8,65.0,1024.8
1,"2021-10-12 10:10:08",14.9,20.0,64.8,1024.9
1,"2021-10-12 10:19:53",14.6,20.1,64.8,1024.8
1,"2021-10-12 10:29:37",16.5,20.2,64.7,1024.7
1,"2021-10-12 10:39:21",15.2,20.3,64.4,1024.8
1,"2021-10-12 10:49:06",15.0,20.5,64.1,1024.9
1,"2021-10-12 10:58:50",15.6,20.6,64.1,1024.9
1,"2021-10-12 11:08:36",17.0,20.8,64.0,1024.9
1,"2021-10-12 11:18:19",17.4,20.9,64.0,1024.9
1,"2021-10-12 11:28:03",16.2,21.1,63.7,1024.9
1,"2021-10-12 11:37:48",17.3,21.4,63.3,1024.8
1,"2021-10-12 11:47:32",17.0,21.5,62.9,1024.8
1,"2021-10-12 11:57:17",19.2,21.7,62.5,1024.7
1,"2021-10-12 12:07:02",17.0,22.3,60.9,1024.5
1,"2021-10-12 12:16:47",18.8,22.9,59.7,1024.5
1,"2021-10-12 12:26:32",17.5,23.2,59.1,1024.5
1,"2021-10-12 12:36:17",20.2,23.4,58.6,1024.5
1,"2021-10-12 12:46:01",20.8,23.2,59.7,1024.3
1,"2021-10-12 12:55:45",20.0,22.9,59.9,1024.3
1,"2021-10-12 13:05:29",19.3,22.8,61.0,1024.2
1,"2021-10-12 13:15:13",19.3,22.8,61.1,1024.1
1,"2021-10-12 13:24:58",19.9,22.8,61.5,1024.0
1,"2021-10-12 13:34:42",20.3,22.9,61.3,1024.0
1,"2021-10-12 13:44:27",21.6,23.1,56.2,1023.9
1,"2021-10-12 13:54:12",21.7,23.6,53.7,1023.8
1,"2021-10-12 14:03:56",21.7,23.9,51.9,1023.8
1,"2021-10-12 14:13:41",22.3,24.3,51.9,1023.8
1,"2021-10-12 14:23:26",21.9,24.5,51.6,1024.0
1,"2021-10-12 14:33:11",22.2,24.8,51.0,1024.1
1,"2021-10-12 14:42:56",22.3,25.0,50.3,1024.1
1,"2021-10-12 14:52:41",22.4,25.2,49.7,1024.0
1,"2021-10-12 15:02:25",22.5,25.3,45.3,1024.3
1,"2021-10-12 15:12:11",23.0,25.2,41.1,1024.2
1,"2021-10-12 15:21:54",23.0,25.3,38.4,1024.3
1,"2021-10-12 15:31:37",23.0,25.0,35.5,1024.4
1,"2021-10-12 15:41:21",22.0,25.1,40.5,1024.4
1,"2021-10-12 15:51:06",22.0,25.3,41.9,1024.5
1,"2021-10-12 16:00:50",21.7,25.4,42.8,1024.6
1,"2021-10-12 16:10:35",21.4,25.5,43.2,1024.6
1,"2021-10-12 16:20:19",20.7,25.5,43.5,1024.7
1,"2021-10-12 16:30:04",19.7,25.4,43.8,1024.8
1,"2021-10-12 16:39:47",19.4,25.3,44.1,1024.8
1,"2021-10-12 16:49:31",19.1,25.2,44.2,1024.9
1,"2021-10-12 16:59:16",18.9,25.0,44.1,1024.9
1,"2021-10-12 17:09:00",18.8,24.9,44.1,1025.1
1,"2021-10-12 17:18:44",18.6,24.8,44.2,1025.2
1,"2021-10-12 17:28:28",18.6,24.4,42.1,1025.3
1,"2021-10-12 17:38:12",17.5,24.4,43.8,1025.3
1,"2021-10-12 17:47:56",17.4,24.3,44.2,1025.4
1,"2021-10-12 17:57:40",17.5,24.1,44.6,1025.6
1,"2021-10-12 18:07:24",16.8,24.1,45.2,1025.8
1,"2021-10-12 18:17:09",16.6,24.1,45.4,1025.8
1,"2021-10-12 18:26:53",16.9,24.0,45.5,1025.9
1,"2021-10-12 18:36:37",17.0,23.9,45.8,1025.9
1,"2021-10-12 18:46:21",17.0,23.8,45.8,1025.9
1,"2021-10-12 18:56:05",16.6,23.8,45.9,1026.0
1,"2021-10-12 19:05:50",16.2,23.8,45.7,1026.1
1,"2021-10-12 19:15:34",15.8,23.8,45.6,1026.1
1,"2021-10-12 19:25:19",15.6,23.7,45.8,1026.2
1,"2021-10-12 19:35:01",15.4,23.6,45.9,1026.2
1,"2021-10-12 19:44:45",15.1,23.6,45.8,1026.3
1,"2021-10-12 19:54:30",15.1,23.5,45.8,1026.3
1,"2021-10-12 20:04:13",15.0,23.4,45.8,1026.3
1,"2021-10-12 20:13:57",15.1,23.4,45.9,1026.3
1,"2021-10-12 20:23:42",15.3,23.3,45.9,1026.4
1,"2021-10-12 20:33:25",14.8,23.3,46.0,1026.4
1,"2021-10-12 20:43:09",14.7,23.3,46.0,1026.4
1,"2021-10-12 20:52:54",14.4,23.2,45.9,1026.4
1,"2021-10-12 21:02:37",14.1,23.2,45.7,1026.4
1,"2021-10-12 21:12:21",14.0,23.2,45.8,1026.3
1,"2021-10-12 21:22:05",14.3,22.7,47.1,1026.3
1,"2021-10-12 21:31:48",14.3,22.4,47.5,1026.5
1,"2021-10-12 21:41:32",14.2,22.2,48.1,1026.3
1,"2021-10-12 21:51:16",13.9,21.9,47.5,1026.5
1,"2021-10-12 22:01:00",14.2,21.7,47.8,1026.6
1,"2021-10-12 22:10:44",13.6,21.6,48.1,1026.7
1,"2021-10-12 22:20:29",13.5,21.5,49.0,1026.8
1,"2021-10-12 22:30:13",14.0,21.5,50.6,1026.8
1,"2021-10-12 22:39:57",13.1,21.4,51.6,1026.7
1,"2021-10-12 22:49:40",13.1,21.3,51.5,1026.7
1,"2021-10-12 22:59:24",13.8,21.2,51.7,1026.9
1,"2021-10-12 23:09:09",13.8,21.1,51.7,1026.8
1,"2021-10-12 23:18:53",12.9,21.0,51.9,1026.8
1,"2021-10-12 23:28:38",13.9,20.9,52.0,1026.7
1,"2021-10-12 23:38:20",12.9,20.8,51.8,1026.8
1,"2021-10-12 23:48:04",13.4,20.7,52.0,1026.8
1,"2021-10-12 23:57:49",12.8,20.6,51.9,1026.7
1,"2021-10-13 00:07:33",12.7,20.6,51.8,1026.7
1,"2021-10-13 00:17:17",13.2,20.5,51.9,1026.7
1,"2021-10-13 00:27:01",13.1,20.4,51.8,1026.8
1,"2021-10-13 00:36:46",12.6,20.4,51.8,1026.8
1,"2021-10-13 00:46:29",12.2,20.3,51.9,1026.8
1,"2021-10-13 00:56:13",12.2,20.2,51.8,1026.9
1,"2021-10-13 01:05:59",12.5,20.2,52.0,1026.8
1,"2021-10-13 01:15:41",12.4,20.1,52.0,1026.7
1,"2021-10-13 01:25:26",12.2,20.1,52.0,1026.7
1,"2021-10-13 01:35:10",12.5,20.0,52.0,1026.8
1,"2021-10-13 01:44:54",12.7,20.0,52.0,1026.9
1,"2021-10-13 01:54:39",12.4,19.9,52.0,1026.9
1,"2021-10-13 02:04:23",11.9,19.9,51.9,1026.9
1,"2021-10-13 02:14:07",12.4,19.8,51.8,1026.8
1,"2021-10-13 02:23:51",12.3,19.8,51.8,1026.7
1,"2021-10-13 02:33:36",12.3,19.7,51.7,1026.7
1,"2021-10-13 02:43:21",12.0,19.6,51.6,1026.9
1,"2021-10-13 02:53:05",11.9,19.6,51.7,1026.7
1,"2021-10-13 03:02:48",11.7,19.6,51.6,1026.7
1,"2021-10-13 03:12:32",11.8,19.5,51.5,1026.6
1,"2021-10-13 03:22:16",11.6,19.5,51.5,1026.6
1,"2021-10-13 03:32:00",11.6,19.4,51.5,1026.6
1,"2021-10-13 03:41:44",11.8,19.4,51.4,1026.7
1,"2021-10-13 03:51:29",11.8,19.4,51.5,1026.7
1,"2021-10-13 04:01:13",11.5,19.3,51.5,1026.7
1,"2021-10-13 04:10:57",11.5,19.3,51.5,1026.7
1,"2021-10-13 04:20:42",11.4,19.2,51.6,1026.7
1,"2021-10-13 04:30:27",11.6,19.2,51.5,1026.7
1,"2021-10-13 04:40:10",11.4,19.1,51.5,1026.8
1,"2021-10-13 04:49:54",11.4,19.1,51.6,1026.9
1,"2021-10-13 04:59:38",11.4,19.1,51.6,1026.9
1,"2021-10-13 05:09:22",11.3,19.0,51.6,1026.9
1,"2021-10-13 05:19:06",11.4,19.0,51.5,1026.9
1,"2021-10-13 05:28:51",11.1,19.0,51.4,1027.1
1,"2021-10-13 05:38:35",11.2,19.0,51.4,1027.1
1,"2021-10-13 05:48:19",11.0,18.9,51.9,1027.0
1,"2021-10-13 05:58:03",11.0,18.8,51.5,1027.0
1,"2021-10-13 06:07:47",11.0,18.9,54.4,1027.0
1,"2021-10-13 06:17:32",11.0,19.0,54.4,1027.0
1,"2021-10-13 06:27:15",11.1,19.0,54.2,1026.8
1,"2021-10-13 06:37:00",11.1,19.0,53.8,1026.9
1,"2021-10-13 06:46:43",11.3,19.0,53.7,1027.0
1,"2021-10-13 06:56:28",11.4,19.0,54.0,1027.0
1,"2021-10-13 07:06:12",11.6,19.0,54.0,1026.9
1,"2021-10-13 07:15:57",11.7,19.5,54.0,1027.0
1,"2021-10-13 07:25:42",11.8,19.9,53.4,1027.0
1,"2021-10-13 07:35:26",11.9,19.9,51.7,1027.1
1,"2021-10-13 07:45:11",12.1,19.9,51.4,1027.1
1,"2021-10-13 07:54:56",12.4,19.9,51.8,1027.2
1,"2021-10-13 08:04:38",12.6,19.8,51.8,1027.1
1,"2021-10-13 08:14:23",13.0,19.8,51.8,1027.2
1,"2021-10-13 08:24:08",13.4,19.8,51.6,1027.1
1,"2021-10-13 08:33:50",13.7,19.8,51.5,1027.1
1,"2021-10-13 08:43:34",13.9,19.7,51.4,1026.9
1,"2021-10-13 08:53:18",14.1,19.7,51.4,1026.8
1,"2021-10-13 09:03:02",14.3,19.7,51.4,1026.7
1,"2021-10-13 09:12:47",14.6,19.7,51.6,1026.5
1,"2021-10-13 09:22:31",14.9,19.7,51.8,1026.4
1,"2021-10-13 09:32:16",15.3,19.7,52.3,1026.3
1,"2021-10-13 09:42:00",15.4,19.8,53.5,1026.3
1,"2021-10-13 09:51:44",15.6,19.8,54.3,1026.1
1,"2021-10-13 10:01:30",16.0,19.8,53.6,1026.0
1,"2021-10-13 10:11:12",16.3,19.8,58.6,1025.9
1,"2021-10-13 10:20:56",16.0,19.8,61.1,1025.8
1,"2021-10-13 10:30:40",16.0,19.8,61.3,1025.7
1,"2021-10-13 10:40:25",16.7,19.9,61.3,1025.5
1,"2021-10-13 10:50:09",16.8,20.0,61.7,1025.3
1,"2021-10-13 10:59:54",16.9,20.1,60.9,1025.2
1,"2021-10-13 11:09:38",17.0,20.2,62.1,1025.0
1,"2021-10-13 11:19:22",17.0,20.3,63.3,1024.9
1,"2021-10-13 11:29:07",17.3,20.4,64.4,1024.9
1,"2021-10-13 11:38:51",17.5,20.4,64.7,1024.7
1,"2021-10-13 11:48:35",17.5,20.5,64.8,1024.5
1,"2021-10-13 11:58:20",18.5,20.6,64.2,1024.1
1,"2021-10-13 12:08:05",17.8,20.9,64.8,1024.2
1,"2021-10-13 12:17:49",18.1,21.0,65.1,1024.0
1,"2021-10-13 12:27:34",17.4,21.1,64.5,1023.9
1,"2021-10-13 12:37:18",17.2,21.1,64.1,1023.6
1,"2021-10-13 12:47:03",17.4,21.1,64.7,1023.5
1,"2021-10-13 12:56:46",17.3,21.1,65.2,1023.4
1,"2021-10-13 13:06:30",17.4,21.1,64.9,1023.2
1,"2021-10-13 13:16:14",17.5,21.3,63.7,1023.1
1,"2021-10-13 13:25:59",17.4,21.7,61.7,1023.0
1,"2021-10-13 13:35:44",17.4,22.1,60.6,1023.0
1,"2021-10-13 13:45:30",17.6,22.3,59.7,1022.9
1,"2021-10-13 13:55:13",17.5,22.5,58.7,1022.7
1,"2021-10-13 14:04:58",17.5,22.6,58.0,1022.7
1,"2021-10-13 14:14:42",18.3,22.8,57.2,1022.6
1,"2021-10-13 14:24:28",17.7,22.9,56.7,1022.7
1,"2021-10-13 14:34:11",17.6,23.0,56.3,1022.7
1,"2021-10-13 14:43:55",17.4,23.0,55.9,1022.6
1,"2021-10-13 14:53:40",18.7,23.2,55.2,1022.7
1,"2021-10-13 15:03:24",19.6,23.5,55.1,1022.7
1,"2021-10-13 15:13:09",18.9,23.6,54.5,1022.8
1,"2021-10-13 15:22:53",18.9,23.9,53.9,1022.8
1,"2021-10-13 15:32:38",19.0,24.0,53.4,1022.8
1,"2021-10-13 15:42:23",19.1,24.2,52.9,1022.9
1,"2021-10-13 15:52:07",18.3,24.2,52.3,1022.9
1,"2021-10-13 16:01:52",17.7,24.2,51.8,1022.9
1,"2021-10-13 16:11:36",17.3,24.0,51.8,1022.9
1,"2021-10-13 16:21:20",17.3,24.0,50.8,1022.8
1,"2021-10-13 16:31:04",17.0,23.9,50.2,1022.8
1,"2021-10-13 16:40:48",16.9,23.5,49.8,1022.8
1,"2021-10-13 16:50:32",16.6,23.0,50.7,1022.8
1,"2021-10-13 17:00:14",16.5,22.6,50.8,1022.8
1,"2021-10-13 17:09:58",16.6,22.4,52.0,1022.7
1,"2021-10-13 17:19:42",16.3,22.2,52.4,1022.7
1,"2021-10-13 17:29:27",16.2,22.1,52.7,1022.7
1,"2021-10-13 17:39:10",16.2,22.1,52.6,1022.7
1,"2021-10-13 17:48:54",16.0,22.0,52.4,1022.7
1,"2021-10-13 17:58:38",15.6,22.0,52.1,1022.6
1,"2021-10-13 18:08:22",15.6,21.9,52.2,1022.6
1,"2021-10-13 18:18:06",15.3,21.9,52.6,1022.6
1,"2021-10-13 18:27:51",15.1,21.8,52.4,1022.5
1,"2021-10-13 18:37:34",15.2,21.8,52.3,1022.4
1,"2021-10-13 18:47:18",14.9,21.8,52.1,1022.6
1,"2021-10-13 18:57:02",15.0,21.7,52.4,1022.7
1,"2021-10-13 19:06:46",14.9,21.7,52.3,1022.7
1,"2021-10-13 19:16:31",14.7,21.7,52.3,1022.6
1,"2021-10-13 19:26:15",14.8,21.6,52.4,1022.5
1,"2021-10-13 19:35:59",14.6,21.6,52.2,1022.5
1,"2021-10-13 19:45:43",14.5,21.6,52.1,1022.4
1,"2021-10-13 19:55:27",14.5,21.5,52.2,1022.5
1,"2021-10-13 20:05:13",14.2,21.5,52.0,1022.4
1,"2021-10-13 20:14:55",14.0,21.5,51.9,1022.4
1,"2021-10-13 20:24:39",14.0,21.4,51.6,1022.2
1,"2021-10-13 20:34:23",13.8,21.4,51.3,1022.2
1,"2021-10-13 20:44:08",14.0,21.3,51.3,1022.3
1,"2021-10-13 20:53:50",13.8,21.2,51.1,1022.1
1,"2021-10-13 21:03:35",13.6,21.1,51.0,1022.2
1,"2021-10-13 21:13:19",13.5,21.0,51.0,1022.1
1,"2021-10-13 21:23:03",13.6,20.8,51.1,1022.1
1,"2021-10-13 21:32:48",13.4,20.8,50.8,1022.0
1,"2021-10-13 21:42:31",13.3,20.7,51.0,1021.8
1,"2021-10-13 21:52:16",14.4,20.7,52.3,1021.9
1,"2021-10-13 22:02:00",15.4,20.6,53.0,1021.9
1,"2021-10-13 22:11:45",15.8,20.5,53.8,1021.8
1,"2021-10-13 22:21:27",15.9,20.4,54.3,1021.8
1,"2021-10-13 22:31:12",15.8,20.4,54.6,1021.5
1,"2021-10-13 22:40:55",15.5,20.3,54.8,1021.3
1,"2021-10-13 22:50:40",15.9,20.2,55.1,1021.0
1,"2021-10-13 23:00:25",15.9,20.1,55.2,1020.8
1,"2021-10-13 23:10:07",15.6,20.1,55.5,1020.4
1,"2021-10-13 23:19:51",15.0,20.0,55.8,1020.7
1,"2021-10-13 23:29:36",15.7,19.9,55.8,1020.7
1,"2021-10-13 23:39:20",16.1,19.9,56.0,1020.8
1,"2021-10-13 23:49:04",16.4,19.8,56.4,1020.8
1,"2021-10-13 23:58:47",16.1,19.8,56.6,1021.1
1,"2021-10-14 00:08:32",14.6,19.7,56.5,1021.2
1,"2021-10-14 00:18:17",13.0,19.7,56.6,1021.3
1,"2021-10-14 00:27:59",13.4,19.6,56.7,1021.3
1,"2021-10-14 00:37:44",14.6,19.6,56.8,1021.2
1,"2021-10-14 00:47:28",14.1,19.5,56.9,1021.2
1,"2021-10-14 00:57:12",14.2,19.5,57.0,1021.1
1,"2021-10-14 01:06:56",14.0,19.4,57.1,1021.0
1,"2021-10-14 01:16:40",13.0,19.4,57.3,1020.8
1,"2021-10-14 01:26:24",14.0,19.3,57.4,1020.7
1,"2021-10-14 01:36:09",14.4,19.3,57.4,1020.6
1,"2021-10-14 01:45:53",13.9,19.2,57.4,1020.5
1,"2021-10-14 01:55:37",13.4,19.2,57.5,1020.4
1,"2021-10-14 02:05:21",14.1,19.2,57.5,1020.5
1,"2021-10-14 02:15:06",12.3,19.1,57.6,1020.7
1,"2021-10-14 02:24:50",13.3,19.1,57.7,1020.6
1,"2021-10-14 02:34:34",14.0,19.0,57.7,1020.6
1,"2021-10-14 02:44:18",12.3,19.0,57.7,1020.5
1,"2021-10-14 02:54:03",13.0,19.0,57.7,1020.5
1,"2021-10-14 03:03:47",13.8,19.0,57.7,1020.5
1,"2021-10-14 03:13:29",13.9,18.9,57.8,1020.3
1,"2021-10-14 03:23:13",13.7,18.9,57.9,1020.3
1,"2021-10-14 03:32:57",13.0,18.8,58.0,1020.2
1,"2021-10-14 03:42:41",13.5,18.8,58.0,1020.2
1,"2021-10-14 03:52:25",12.3,18.8,58.0,1020.2
1,"2021-10-14 04:02:09",12.7,18.8,58.1,1020.2
1,"2021-10-14 04:11:54",13.6,18.7,58.0,1020.2
1,"2021-10-14 04:21:38",13.2,18.7,58.1,1020.1
1,"2021-10-14 04:31:22",12.9,18.7,58.1,1020.3
1,"2021-10-14 04:41:06",13.5,18.6,58.0,1019.8
1,"2021-10-14 04:50:50",12.4,18.6,58.1,1019.7
1,"2021-10-14 05:00:34",12.3,18.6,58.1,1019.7
1,"2021-10-14 05:10:19",13.5,18.5,58.1,1019.6
1,"2021-10-14 05:20:03",13.6,18.5,58.1,1019.0
1,"2021-10-14 05:29:48",13.2,18.5,58.2,1018.7
1,"2021-10-14 05:39:30",11.6,18.5,58.3,1018.8
1,"2021-10-14 05:49:14",12.9,18.4,59.1,1018.3
1,"2021-10-14 05:58:59",13.1,18.5,59.8,1018.4
1,"2021-10-14 06:08:43",13.2,18.5,61.6,1018.3
1,"2021-10-14 06:18:27",13.0,18.6,62.2,1018.4
1,"2021-10-14 06:28:12",13.2,18.6,62.2,1018.3
1,"2021-10-14 06:37:56",12.6,18.6,62.0,1018.0
1,"2021-10-14 06:47:40",13.0,18.6,62.0,1018.1
1,"2021-10-14 06:57:25",14.2,19.4,61.5,1018.1
1,"2021-10-14 07:07:10",12.9,19.7,60.6,1018.0
1,"2021-10-14 07:16:54",13.1,19.7,60.3,1017.3
1,"2021-10-14 07:26:39",13.3,19.7,60.3,1017.4
1,"2021-10-14 07:36:23",13.4,19.7,60.2,1017.7
1,"2021-10-14 07:46:07",13.0,19.6,60.3,1018.3
1,"2021-10-14 07:55:51",13.5,19.6,60.1,1018.7
1,"2021-10-14 08:05:35",13.7,19.6,60.0,1019.1
1,"2021-10-14 08:15:19",14.9,19.6,60.3,1019.1
1,"2021-10-14 08:25:04",13.9,19.5,60.3,1019.0
1,"2021-10-14 08:34:47",14.0,19.5,60.3,1018.6
1,"2021-10-14 08:44:31",14.4,19.5,60.3,1018.2
1,"2021-10-14 08:54:15",14.0,19.5,60.3,1017.8
1,"2021-10-14 09:04:00",14.2,19.4,60.3,1017.8
1,"2021-10-14 09:13:44",15.8,19.4,60.3,1018.0
1,"2021-10-14 09:23:29",14.3,19.5,60.4,1017.6
1,"2021-10-14 09:33:13",14.3,19.5,60.7,1017.1
1,"2021-10-14 09:42:56",14.4,19.5,60.5,1016.8
1,"2021-10-14 09:52:40",14.6,19.6,60.5,1016.5
1,"2021-10-14 10:02:24",14.9,19.6,61.0,1016.3
1,"2021-10-14 10:12:09",14.8,19.6,60.7,1016.2
1,"2021-10-14 10:21:53",14.8,19.7,61.0,1016.2
1,"2021-10-14 10:31:38",14.9,19.8,61.0,1016.1
1,"2021-10-14 10:41:22",15.1,19.9,61.2,1015.9
1,"2021-10-14 10:51:08",15.1,20.1,60.9,1015.6
1,"2021-10-14 11:00:50",15.2,20.3,60.6,1015.2
1,"2021-10-14 11:10:35",15.2,20.5,60.3,1014.9
1,"2021-10-14 11:20:21",15.5,20.7,59.8,1014.8
1,"2021-10-14 11:30:05",15.7,20.8,59.0,1014.4
1,"2021-10-14 11:39:48",15.8,21.0,59.2,1014.2
1,"2021-10-14 11:49:32",16.8,21.2,59.0,1014.0
1,"2021-10-14 11:59:17",18.0,21.5,58.9,1013.6
1,"2021-10-14 12:09:02",17.7,21.7,60.3,1013.5
1,"2021-10-14 12:18:48",17.6,21.9,60.1,1013.2
1,"2021-10-14 12:28:31",18.6,22.0,59.6,1012.8
1,"2021-10-14 12:38:15",18.9,22.2,59.2,1012.7
1,"2021-10-14 12:47:59",18.1,22.4,58.6,1012.5
1,"2021-10-14 12:57:44",19.0,22.5,58.2,1012.3
1,"2021-10-14 13:07:28",19.2,22.6,58.3,1012.4
1,"2021-10-14 13:17:13",19.4,22.6,58.2,1012.3
1,"2021-10-14 13:26:57",20.0,22.8,58.0,1012.0
1,"2021-10-14 13:36:43",20.3,23.0,57.6,1012.0
1,"2021-10-14 13:46:26",19.7,23.0,57.2,1012.0
1,"2021-10-14 13:56:10",19.6,23.0,57.2,1012.1
1,"2021-10-14 14:05:54",19.9,23.1,57.1,1012.1
1,"2021-10-14 14:15:39",20.1,23.1,56.9,1011.6
1,"2021-10-14 14:25:23",20.6,23.3,56.9,1011.3
1,"2021-10-14 14:35:07",21.1,23.4,56.7,1011.1
1,"2021-10-14 14:44:52",20.7,23.5,56.7,1011.2
1,"2021-10-14 14:54:37",21.0,23.6,56.5,1011.3
